,_id,count
4100,영정모사도감(影幀摹寫都監),3
4101,영유훈도(永柔訓導),3
4102,영역부장(領役部將),3
4103,영암전군수(靈巖前郡守),3
4104,영안도초무경차관(永安道招撫敬差官),3
4105,영안도양전순찰사(永安道量田巡察使),3
4106,영안도감사(永安道監司),3
4107,영안감사(永安監司),3
4108,영서찰방(迎曙察訪),3
4109,영병관(領兵官),3
4110,영변전전부사(寧邊前前府使),3
4111,영등만호(永登萬戶),3
4112,영돈녕부사(領敦寧府使),3
4113,영덕현감(盈德縣監),3
4114,영남이정사(嶺南釐正使),3
4115,영남안핵사(嶺南按覈使),3
4116,영남별견어사(嶺南別遣御史),3
4117,영남감진어사(嶺南監賑御史),3
4118,영관상감사(領觀象監事),3
4119,영공안부사(領恭安府事),3
4120,연원찰방(連源察訪),3
4121,연원찰방(連原察訪),3
4122,연산전현감(連山前縣監),3
4123,여흥부사(驪興府使),3
4124,여절교위(勵節校尉),3
4125,여산영장(礪山營將),3
4126,여사대장(轝士大將),3
4127,어영청대장(御營廳大將),3
4128,어영도제조(御營都提調),3
4129,어란포만호(於蘭浦萬戶),3
4130,양전종사관(量田從事官),3
4131,양전사(量田使),3
4132,안핵어사(昌原按覈御史),3
4133,안주방어사(安州防禦使),3
4134,안주목사(安州牧師),3
4135,안접체찰사(安接體察使),3
4136,안접사(安接使),3
4137,안의전현감(安義前縣監),3
4138,안문어사(按問御史),3
4139,안동부관찰사(安東府觀察使),3
4140,안골포만호(安骨浦萬戶),3
4141,악학별좌(樂學別坐),3
4142,악장제술관(樂章製述官),3
4143,악원제조(樂院提調),3
4144,아헌관(亞獻官),3
4145,아장(亞長),3
4146,아이첨사(阿耳僉使),3
4147,실선전관(實宣傳官),3
4148,실록겸춘추(實錄兼春秋),3
4149,신목사(新牧使),3
4150,신계전현령(新溪前縣令),3
4151,시종원시종보(侍從院侍從補),3
4152,시재어사(試才御史),3
4153,시강원첨사(侍講院詹事),3
4154,시강원자의(侍講院諮議),3
4155,시강관동지사(侍講官同知事),3
4156,승헌대부(承憲大夫),3
4157,승정원지신사(承政院知申事),3
4158,승전선전관(承傳宣傳官),3
4159,승의랑수사간원헌납(承議郞守司諫院獻納),3
4160,승의교위(承義校尉),3
4161,승빈(承賓),3
4162,승문원권지(承文院權知),3
4163,승문원검교(承文院檢校),3
4164,승녕부전의(承寧府典醫),3
4165,숭정대부화천군(崇政大夫花川君),3
4166,숭정대부평양군(崇政大夫平陽君),3
4167,숭정대부판중추부사(崇政大夫判中樞府事),3
4168,숭정대부판돈녕부사(崇政大夫判敦寧府事),3
4169,숭정대부청성군(崇政大夫淸城君),3
4170,숭정대부진산군(崇政大夫晉山君),3
4171,숭정대부우찬성(崇政大夫右贊成),3
4172,숭정대부예조판서(崇政大夫禮曹判書),3
4173,숭정대부상산군(崇政大夫商山君),3
4174,숭정대부달성군(崇政大夫達城君),3
4175,숭의전사(崇義殿使),3
4176,순천도호부사(順天都護府使),3
4177,순릉수릉관(順陵守陵官),3
4178,순금사호군(巡禁司護軍),3
4179,순군천호(巡軍千戶),3
4180,수충보사정난익대공신가선대부(輸忠保社定難翊戴功臣嘉善大夫),3
4181,수찬암행어사(修撰暗行御史),3
4182,수찬겸문학(修撰兼文學),3
4183,수은어사(搜銀御史),3
4184,수원군수(水原郡守),3
4185,수성도찰방(輸城道察訪),3
4186,수성대장(守城大將),3
4187,수사헌부지평(守司憲府持平),3
4188,수문하시중(守門下侍中),3
4189,소격서참봉(昭格署參奉),3
4190,세자필선(世子弼善),3
4191,세자시강원설서(世子侍講院說書),3
4192,성현전찰방(省峴前察訪),3
4193,성주목사(星州牧師),3
4194,성절사선래통사(聖節使先來通事),3
4195,성균관장(成均館長),3
4196,설리(薛里),3
4197,선혜청낭청(宣惠廳郞廳),3
4198,선유사(宣諭使),3
4199,선무랑정언(宣務郞正言),3
4200,선교관부사과(宣敎官副司果),3
4201,선공직장(繕工直長),3
4202,선공주부(繕工注簿),3
4203,선공감(繕工監),3
4204,선결도감제조(繕缺都監提調),3
4205,서흥군수(瑞興郡守),3
4206,서정도원수(西征都元帥),3
4207,서운관(書雲觀),3
4208,서생첨사(西生僉使),3
4209,서산현감(瑞山縣監),3
4210,서북철도국총재(西北鐵道局總裁),3
4211,서북면도체찰사(西北面都體察使),3
4212,상주전목사(尙州前牧使),3
4213,상의중추(商議中樞),3
4214,상의원판관(尙衣院判官),3
4215,상시봉원도감제조(上諡封園都監提調),3
4216,상시봉원도감도제조(上諡封園都監都提調),3
4217,상서원부직장(尙瑞院副直長),3
4218,상방사제조(尙方司提調),3
4219,삼화감리겸삼화부윤(三和監理兼三和府尹),3
4220,삼척영장(三陟營將),3
4221,삼봉도경차관(三峯島敬差官),3
4222,삼가현령(三嘉縣令),3
4223,산릉참봉(山陵參奉),3
4224,삭녕현감(朔寧縣監),3
4225,사헌집의(事憲執義),3
4226,사포서사포(司圃署司圃),3
4227,사포별제(司圃別提),3
4228,사평부좌사(司平府左使),3
4229,사재첨정(司宰僉正),3
4230,사재참봉(司宰參奉),3
4231,사재직장(司宰直長),3
4232,사재감정(事宰監正),3
4233,사은사공조참판(謝恩使工曹參判),3
4234,사은겸동지사(謝恩兼冬至使),3
4235,사옹첨정(司饔僉正),3
4236,사옹제조(司甕提調),3
4237,사옹봉사(司甕奉事),3
4238,사온봉사(司醞奉事),3
4239,사역제조(司譯提調),3
4240,사역원첨정(司譯院僉正),3
4241,사역원부정(司譯院副正),3
4242,사섬직장(司贍直長),3
4243,사선주부(司膳注簿),3
4244,사선서령(司膳署令),3
4245,사산감역(四山監役),3
4246,사복주부(司僕注簿),3
4247,사민안접순찰사(徙民安接巡察使),3
4248,사도시직장(司䆃寺直長),3
4249,사간원(司諫院),3
4250,빙고별검(氷庫別檢),3
4251,빈전주감제거(殯殿主監提擧),3
4252,빈전제거(殯殿提擧),3
4253,빈전도감당상(殯殿都監堂上),3
4254,비인현감(庇人縣監),3
4255,비변사낭관(備邊司郞官),3
4256,비국유사당상(備局有司堂上),3
4257,분호조판서(分戶曹判書),3
4258,분제조(分提調),3
4259,분예빈시별좌(分禮賓寺別坐),3
4260,분예빈시별제(分禮賓寺別提),3
4261,분부총관(分副摠管),3
4262,분병조참의(分兵曹參議),3
4263,북도암행어사(北道暗行御史),3
4264,북도관찰사(北道觀察使),3
4265,부원군(府院君),3
4266,부승지(副承旨),3
4267,부승(副丞),3
4268,부령(部令),3
4269,봉훈랑수사간원헌납(奉訓郞守司諫院獻納),3
4270,봉훈랑(奉訓郞),3
4271,봉폐관(封閉官),3
4272,봉직랑행사간원정언(奉直郞行司諫院正言),3
4273,봉직랑지평(奉直郞持平),3
4274,봉직랑수사헌부지평(奉直郞守司憲府持平),3
4275,봉정대부(奉正大夫),3
4276,봉상시직장(奉常寺直長),3
4277,봉상시제조(奉常司提調),3
4278,봉상사제조(奉商司提調),3
4279,봉산전군수(鳳山前郡守),3
4280,봉렬대부행사헌부지평(奉列大夫行司憲府持平),3
4281,봉렬대부수사간원사간(奉列大夫守司諫院司諫),3
4282,봉렬대부사헌부집의(奉列大夫司憲府執義),3
4283,본도절도사(本道節度使),3
4284,보국숭록대부영중추부사(輔國崇祿大夫領中樞府事),3
4285,보국대부(輔國大夫),3
4286,보국(輔國),3
4287,병조의랑(兵曹議郞),3
4288,병부우시랑(兵部右侍郞),3
4289,병마절제사(兵馬節制使),3
4290,별통사(別通事),3
4291,별안색별감(別鞍色別監),3
4292,별군직(別軍職),3
4293,변정제조(辨正提調),3
4294,법부형사국장(法部刑事局長),3
4295,배종무관장(陪從武官長),3
4296,배종무관(陪從武官),3
4297,배설관(排設官),3
4298,밀직부사(密直副使),3
4299,밀양전부사(密陽前府使),3
4300,문헌공(文獻公),3
4301,문하우시중(門下右侍中),3
4302,문위사(問慰使),3
4303,문수별장(文殊別將),3
4304,문소전참봉(文昭殿參奉),3
4305,문선사정랑(文選司正郞),3
4306,문비랑(文備郞),3
4307,문낭청(文郞廳),3
4308,문경부사(聞慶府使),3
4309,무이만호(撫夷萬戶),3
4310,무위대장(武衛大將),3
4311,무안부윤(務安府尹),3
4312,무산만호(茂山萬戶),3
4313,무공랑(務功郞),3
4314,묘소도감제조(墓所都監提調),3
4315,목포만호(木浦萬戶),3
4316,목청전참봉(穆淸殿參奉),3
4317,명월만호(明月萬戶),3
4318,만경전현령(萬頃前縣令),3
4319,등극사부사(登極使副使),3
4320,동학훈도(東學訓導),3
4321,동첨지돈녕부사(同僉知敦寧府事),3
4322,동지사겸사은사(冬至使兼謝恩使),3
4323,동지밀직사사(同知密直司事),3
4324,동지내시부사(同知內侍府事),3
4325,동북면찰리사(東北面察理使),3
4326,동북면도체찰사(東北面都體察使),3
4327,동북면도선무순찰사(都宣撫巡察使),3
4328,동부지돈녕부사(同副知敦寧府事),3
4329,동부지돈녕(同副知敦寧),3
4330,동관첨절제사(潼關僉節制使),3
4331,동경연사(同經筵事),3
4332,돌산포만호(突山浦萬戶),3
4333,돈체사(頓遞使),3
4334,돈녕부직장(敦寧府直長),3
4335,도해역관(渡海譯官),3
4336,도총부부총관(都總府副總管),3
4337,도총부부총관(都總府副摠管),3
4338,도총관(都總管),3
4339,도제거(都提擧),3
4340,도성제조(都城提調),3
4341,도설리(都薛里),3
4342,도만호(都萬戶),3
4343,덕천군사(德川郡事),3
4344,덕천고별감(德泉庫別監),3
4345,덕원부윤(德源府尹),3
4346,대통관(大通官),3
4347,대전별감(大殿別監),3
4348,대군(大君),3
4349,대구전판관(大邱前判官),3
4350,대구부관찰사(大邱府觀察使),3
4351,대광보국숭록대부영중추부사(大匡輔國崇祿大夫領中樞府事),3
4352,대광보국숭록대부광릉부원군(大匡輔國崇祿大夫廣陵府院君),3
4353,당진감무(唐津監務),3
4354,당상(堂上),3
4355,단성훈도(丹城訓導),3
4356,능주전목사(綾州前牧使),3
4357,능성현감(綾城縣監),3
4358,농상공부서기관(農商工部書記官),3
4359,농상공부산림국장(農商工部山林局長),3
4360,내장원부경(內藏院副卿),3
4361,내장원기사(內藏院技師),3
4362,내자윤(內資尹),3
4363,내자시판관(內資寺判官),3
4364,내자시직장(內資寺直長),3
4365,내의제조(內醫提調),3
4366,내수소별좌(內需所別坐),3
4367,내섬판사(內贍判事),3
4368,내섬시제조(內贍寺提調),3
4369,내사사인(內史舍人),3
4370,내부토목국장(內部土木局長),3
4371,내무주사(內務主事),3
4372,내무부사협판(協辦內務府事),3
4373,내국도제거(內局都提擧),3
4374,남한산성수어사(南漢山城守禦使),3
4375,남학교수(南學敎授),3
4376,남포현감(籃浦縣監),3
4377,남원영장(南原營將),3
4378,남양현감(南陽縣監),3
4379,남양전부사(南陽前府使),3
4380,남부주부(南部主簿),3
4381,낙안전군수(樂安前郡守),3
4382,나주전목사(羅州前牧使),3
4383,김해군수(金海郡守),3
4384,김천군수(金川郡守),3
4385,길주판관(吉州判官),3
4386,급사(給事),3
4387,금정찰방(金井察訪),3
4388,금산군사(金山郡事),3
4389,금란관(禁亂官),3
4390,근력부위(勤力副尉),3
4391,권지참군(權知參軍),3
4392,궁중고문(宮中顧問),3
4393,궁내부대신비서관(宮內府大臣祕書官),3
4394,군적낭청(軍籍郞廳),3
4395,군자직장(軍資直長),3
4396,군산첨사(群山僉使),3
4397,군무아문참의(軍務衙門參議),3
4398,군기주부(軍器主簿),3
4399,군기제조(軍器提調),3
4400,군기시도제조(軍器寺都提調),3
4401,군기감승(軍器監丞),3
4402,국장당상(國葬堂上),3
4403,구산첨사(龜山僉使),3
4404,교섭통상아문주사(交涉通商衙門主事),3
4405,교섭통상사무아문참의(交涉通商事務衙門參議),3
4406,교서교리(校書校理),3
4407,교서관부정자(校書館副正字),3
4408,교서감(校書監),3
4409,교명문서사관(敎命文書寫官),3
4410,교리겸사서(校理兼司書),3
4411,교도소영관(敎導所領官),3
4412,광주중군(廣州中軍),3
4413,광양전현감(光陽前縣監),3
4414,광릉수릉관(光陵守陵官),3
4415,관서심리사(關西審理使),3
4416,관상감부정(觀象監副正),3
4417,관동암행어사(關東暗行御史),3
4418,공홍도수사(公弘道水使),3
4419,공홍관찰사(公洪觀察使),3
4420,공판(工判),3
4421,공충좌도암행어사(公忠左道暗行御史),3
4422,공충병사(公忠兵使),3
4423,공주군수(公州郡守),3
4424,공조판서산릉도감제조(工曹判書山陵都監提調),3
4425,공조좌참판(工曹左參判),3
4426,공조우참의(工曹右參議),3
4427,공신부원군(功臣府院君),3
4428,공방승지(工房承旨),3
4429,공무아문참의(工務衙門參議),3
4430,고부정사(告訃正使),3
4431,고관찰사(故觀察使),3
4432,계품사(計稟使),3
4433,계림윤(雞林尹),3
4434,경흥전부사(慶興前府使),3
4435,경흥도호부사(慶興都護府使),3
4436,경초관(京哨官),3
4437,경주전군수(慶州前郡守),3
4438,경시서영(京市署令),3
4439,경승부소윤(敬承府少尹),3
4440,경성병마사(鏡城兵馬使),3
4441,경성도호부사(鏡城都護府使),3
4442,경상좌도어사(慶尙左道御史),3
4443,경상좌도양전사(慶尙左道量田使),3
4444,경상좌도수군처치사(慶尙左道水軍處置使),3
4445,경상우도관찰사(慶尙右道觀察使),3
4446,경상순찰사(慶尙巡察使),3
4447,경상도재상경차관(慶尙道災傷敬差官),3
4448,경상도양전순찰사(慶尙道量田巡察使),3
4449,경상도안핵사(慶尙道按覈使),3
4450,경상도수군도절제사(慶尙道水軍都節制使),3
4451,경상도병마절제사(慶尙道兵馬節制使),3
4452,경상도도체찰사(慶尙道都體察使),3
4453,경상도(慶尙道),3
4454,경상남도순찰사(慶尙南道巡察使),3
4455,경리원경(經理院卿),3
4456,경기좌방어사(京畿左防禦使),3
4457,경기조전절제사(京畿助戰節制使),3
4458,경기심리사(京畿審理使),3
4459,경기도체찰사(京畿都體察使),3
4460,겸황해도관찰사(兼黃海道觀察使),3
4461,겸판통례문사(兼判通禮門事),3
4462,겸참군(兼參軍),3
4463,겸찬시(兼贊侍),3
4464,겸지실록사(兼知實錄事),3
4465,겸지경연(兼知經筵),3
4466,겸주부(兼注簿),3
4467,겸좌빈객(兼左賓客),3
4468,겸좌부빈객(兼左副賓客),3
4469,겸장례비서원승(兼掌禮祕書院丞),3
4470,겸의금부판사(兼義禁府判事),3
4471,겸유선(兼諭善),3
4472,겸오위도총관(兼五衛都摠管),3
4473,겸예문관응교(兼藝文館應敎),3
4474,겸시강원문학(兼侍講院文學),3
4475,겸세자시강원보덕(兼世子侍講院輔德),3
4476,겸세자부(兼世子府),3
4477,겸삼도통제사(兼三道統制使),3
4478,겸사헌장령(兼司憲掌令),3
4479,겸사도도체찰사(兼四道都體察使),3
4480,겸목사(兼牧使),3
4481,겸동지춘추(兼同知春秋),3
4482,겸도총부도총관(兼都摠府都摠管),3
4483,겸도총관(兼都摠管),3
4484,겸군기감정(兼軍器監正),3
4485,겸공조판서(兼工曹判書),3
4486,겸경연지사(兼經筵知事),3
4487,겸경기관찰사(兼京畿觀察使),3
4488,검사(檢事),3
4489,검교판내시부사(檢校判內侍府事),3
4490,검교중추원부사(檢校中樞院副使),3
4491,검교의정부우의정(檢校議政府右議政),3
4492,검교보덕(檢校輔德),3
4493,건원권관(乾原權管),3
4494,개성유후사낭리(開城留後司郞吏),3
4495,개성부관찰사(開城府觀察使),3
4496,개성교수(開城敎授),3
4497,개령전현감(開寧前縣監),3
4498,강원도겸병마절도사(江原道兼兵馬節度使),3
4499,강원도감진어사(江原道監賑御史),3
4500,강원·황해·평안도도순찰사(江原黃海平安道都巡察使),3
4501,강릉참봉(江陵參奉),3
4502,강동현령(江東縣令),3
4503,강도어사(江都御使),3
4504,갑암권관(甲巖權管),3
4505,갑사(甲士),3
4506,감독제조(監督提調),3
4507,감관사(監館事),3
4508,갈성분위진무공신(竭誠奮威振武功臣),3
4509,간장(諫長),3
4510,간관(諫官),3
4511,가정대부충청도관찰사(嘉靖大夫忠淸道觀察使),3
4512,가정대부전의군(嘉靖大夫全義君),3
4513,가정대부영안북도절도사(嘉靖大夫永安北道節度使),3
4514,가정대부영안도관찰사(嘉靖大夫永安道觀察使),3
4515,가정대부연안군(嘉靖大夫延安君),3
4516,가정대부문양군(嘉靖大夫文陽君),3
4517,가정대부광양군(嘉靖大夫廣陽君),3
4518,가정대부고양군(嘉靖大夫高陽君),3
4519,가정대부경상도관찰사(嘉靖大夫慶尙道觀察使),3
4520,가선대부황주목사(嘉善大夫黃州牧使),3
4521,가선대부함안군(嘉善大夫咸安君),3
4522,가선대부평안도절도사(嘉善大夫平安道節度使),3
4523,가선대부평안도관찰사(嘉善大夫平安道觀察使),3
4524,가선대부충청도병마절도사(嘉善大夫忠淸道兵馬節度使),3
4525,가선대부전성군(嘉善大夫全城君),3
4526,가선대부전라좌도수군절도사(嘉善大夫全羅左道水軍節度使),3
4527,가선대부영안남도절도사(嘉善大夫永安南道節度使),3
4528,가선대부안주목사(嘉善大夫安州牧使),3
4529,가선대부수지중추부사(嘉善大夫守知中樞府事),3
4530,가선대부동지중추부사(嘉善大夫同知中樞副事),3
4531,가선대부계천군(嘉善大夫雞川君),3
4532,가선대부경상좌도병마절도사(嘉善大夫慶尙左道兵馬節度使),3
4533,가선대부경상우도수군절도사(嘉善大夫慶尙右道水軍節度使),3
4534,가상존호도감제조(加上尊號都監提調),3
4535,가상존호도감도제조(加上尊號都監都提調),3
4536,가상존호도감(加上尊號都監),3
4537,가산현감(嘉山縣監),3
4538,가사예(假司藝),3
4539,가례정사(嘉禮正使),3
4540,흥은부위(興恩副尉),2
4541,흥덕군수(興德郡守),2
4542,흡곡군수(歙谷郡守),2
4543,훈령대장(訓鍊大將),2
4544,훈련판관(川鍊判官),2
4545,훈련지사(訓鍊知事),2
4546,훈련중군(訓鍊中軍),2
4547,훈련원첨정(訓練院僉正),2
4548,훈련원권지(訓鍊院權知),2
4549,훈련봉사(訓練奉事),2
4550,훈련도감도제조(訓鍊都監都提調),2
4551,훈련관녹사(訓鍊觀錄事),2
4552,훈국대장(訓局大將),2
4553,후위장(後衛將),2
4554,횡천감무(橫川監務),2
4555,회양도호부사(淮陽都護府使),2
4556,회양교수관(淮陽敎授官),2
4557,회양교수(淮陽敎授),2
4558,회례사(回禮使),2
4559,회령부사가선대부(會寧府使嘉善大夫),2
4560,황해중군(黃海中軍),2
4561,황해도체찰사(黃海道體察使),2
4562,황해도찰방(黃海道察訪),2
4563,황해도수사(黃海道水使),2
4564,황해도병마수군절도사(黃海道兵馬水軍節度使),2
4565,황해도방어사(黃海道防禦使),2
4566,황주진첨절제사(黃州鎭僉節制使),2
4567,황간현감(黃磵縣監),2
4568,황간전현감(黃澗前縣監),2
4569,활인서별좌(活人署別坐),2
4570,화포감역관(火砲監役官),2
4571,화천군(花川君),2
4572,화령윤(和寧尹),2
4573,화령도정(花寧都正),2
4574,홍충도암행어사(洪忠道暗行御史),2
4575,홍청수사(洪淸水使),2
4576,홍천군수(洪川郡守),2
4577,홍주전목사(洪州前牧使),2
4578,홍양영장(洪陽營將),2
4579,홍산호장(鴻山戶長),2
4580,홍문응교(弘文應敎),2
4581,홍문관직제학겸예문관응교(弘文館直提學兼藝文館應敎),2
4582,홍문관경연관(弘文館經筵官),2
4583,홍릉영(洪陵令),2
4584,혼전참봉(魂殿參奉),2
4585,호행사(護行使),2
4586,호조판서겸지의금부사(戶曹判書兼知義禁副使),2
4587,호조정랑낭관(戶曹正郞郞官),2
4588,호조의랑(戶曹議郞),2
4589,호위청대장(扈衛廳大將),2
4590,호위대장(護衛大將),2
4591,호위대장(扈衞大將),2
4592,호송부사(護送副使),2
4593,호소사(號召使),2
4594,호서좌도소모사(湖西左道召募使),2
4595,호서위무사(湖西慰撫使),2
4596,호서안핵어사(湖西按覈御史),2
4597,호서소모사(湖西召募使),2
4598,호산도정(湖山都正),2
4599,호남좌도어사(湖南左道御史),2
4600,호남우도어사(湖南右道御史),2
4601,호남심리사(湖南審理使),2
4602,호남소모사(湖南召募使),2
4603,혜산첨절제사(惠山僉節制使),2
4604,혜릉참봉(惠陵參奉),2
4605,형조참판겸동지의금부사(形曹參判兼同知義禁副使),2
4606,형조장무정랑(刑曹掌務正郞),2
4607,형조도관정랑(刑曹都官正郞),2
4608,형조당상(刑曹堂上),2
4609,협판내무부사(協瓣內務府事),2
4610,협수사(協守使),2
4611,현풍군수(玄風郡守),2
4612,현신교위(顯信校尉),2
4613,헌릉참봉(獻陵參奉),2
4614,헌납겸문학(獻納兼文學),2
4615,허사첨사(許沙僉使),2
4616,행훈련도정(行訓鍊都正),2
4617,행홍문관부제학(行弘文館副提學),2
4618,행현령(行縣令),2
4619,행현감(行縣監),2
4620,행판중추부사(行判中樞府使),2
4621,행통례문판관(行通禮門判官),2
4622,행충무위상호군(行忠武衛上護軍),2
4623,행첨지돈녕부사(行僉知敦寧府事),2
4624,행첨지(行僉知),2
4625,행첨절제사(行僉節制使),2
4626,행집현전부수찬(行集賢殿副修撰),2
4627,행중추원부사(行中樞院副使),2
4628,행중추부지사(行中樞府知事),2
4629,행장루(行掌漏),2
4630,행의정부좌참찬(行議政府左參贊),2
4631,행용양위상호군(行龍驤衛上護軍),2
4632,행용양위부호군(行龍驤衛副護軍),2
4633,행용양위대호군(行龍驤衛大護軍),2
4634,행여주목사(行驪州牧使),2
4635,행알자(行謁者),2
4636,행승문원박사(行承文院博士),2
4637,행승(行丞),2
4638,행성균사성(行成均司成),2
4639,행사헌부장령(行司憲府掌令),2
4640,행사표국부사(行司豹局副使),2
4641,행사정(行使正),2
4642,행사용어전통사(行司勇御前通事),2
4643,행사맹낭관(行司猛郞官),2
4644,행부정(行副正),2
4645,행부사맹(行副司猛),2
4646,행동첨지돈녕부사(行同僉知敦寧府事),2
4647,행동지(行同知),2
4648,행대호군겸춘추관사(行大護軍兼春秋館事),2
4649,행대제학(行大提學),2
4650,행녹사(行錄事),2
4651,행경원도호부사(行慶源都護府使),2
4652,해주관찰사(海州觀察使),2
4653,해운포만호(海運浦萬戶),2
4654,해서위유어사(海西慰諭御史),2
4655,해서심리사(海西審理使),2
4656,해미영장(海美營將),2
4657,함흥부판관(咸興府判官),2
4658,함흥부위유어사(咸興府慰諭御史),2
4659,함흥부위유사(咸興府慰諭使),2
4660,함창전현감(咸昌前縣監),2
4661,함양부사(咸陽府使),2
4662,함길북도병마절도사(咸吉北道兵馬節度使),2
4663,함길도존무사(咸吉道存撫使),2
4664,함길도선위사(咸吉道宣慰使),2
4665,함길도도진무(咸吉道都鎭撫),2
4666,함길도감련관(咸吉道監鍊官),2
4667,함경중군(咸鏡中軍),2
4668,함경북병사(咸鏡北兵使),2
4669,함경북도암행어사(咸鏡北道暗行御史),2
4670,함경도재상어사(咸鏡道災傷御史),2
4671,함경도안찰어사(咸鏡道按察御史),2
4672,함경도구황경차관(咸鏡道救荒敬差官),2
4673,함경도가도사(咸鏡道假都事),2
4674,함경남도평사(咸鏡南道評事),2
4675,함경남도통어사(咸鏡南道統禦使),2
4676,함경남도우후(咸鏡南道虞候),2
4677,함경남·북도어사(咸鏡南北道御史),2
4678,함경감사(咸鏡監使),2
4679,한성부참서관(漢城府參書官),2
4680,한성부소윤(漢城府少尹),2
4681,한성부사(漢城副使),2
4682,한성부당상관(漢城府堂上官),2
4683,한성부가낭청(漢城府假郞廳),2
4684,한산군사(韓山郡事),2
4685,한림원수찬(翰林院修撰),2
4686,한리학관(漢吏學官),2
4687,학부편집국장(學部編輯局長),2
4688,학부비서관(學部秘書官),2
4689,하절사(賀節使),2
4690,하양감무(河陽監務),2
4691,하삼도순찰사(下三道巡察使),2
4692,하산군(夏山君),2
4693,하등극사부사(賀登極使副使),2
4694,하등극사(賀登極使),2
4695,풍해도채방부사(豐海道採訪副使),2
4696,풍해도병마도절제사(豐海道兵馬都節制使),2
4697,풍해도경차관(豐海道敬差官),2
4698,풍천도정(豊川都正),2
4699,풍수학훈도(風水學訓導),2
4700,풍기전군수(豐基前郡守),2
4701,풍경궁참서관(豐慶宮參書官),2
4702,표제서사관(標題書寫官),2
4703,표석서사관(表石書寫官),2
4704,표석대자전문서사관(表石大字篆文書寫官),2
4705,포청군관(捕廳軍官),2
4706,포이포만호(包伊浦萬戶),2
4707,포병참령(砲兵參領),2
4708,평해전군수(平海前郡守),2
4709,평택안핵어사(平澤案覈御史),2
4710,평양통사(平壤通事),2
4711,평양중군(平壤中軍),2
4712,평양전서윤(平壤前庶尹),2
4713,평양부위유사(平壤府慰諭使),2
4714,평양부서윤(平壤府庶尹),2
4715,평양부관찰사(平壤府觀察使),2
4716,평양교수관(平壤敎授官),2
4717,평양감사(平壤監司),2
4718,평양감리겸평양부윤(平壤監理兼平壤府尹),2
4719,평안전감사(平安前監司),2
4720,평안북도암행어사(平安北道暗行御史),2
4721,평안동도절도사(平安東都節度使),2
4722,평안도순무어사(平安道巡撫御史),2
4723,평안도순무사(平安道巡撫使),2
4724,평안도병마우후(平安道兵馬虞候),2
4725,평안도별패(平安道別牌),2
4726,평안도별장(平安道別將),2
4727,평안도문폐어사(平安道問弊御史),2
4728,평안도·황해도도체찰사(平安道黃海道都體察使),2
4729,평안·황해도도체찰사(平安黃海道都體察使),2
4730,평안·황해·강원·함길도도체찰사(平安黃海江原咸吉道都體察使),2
4731,평시서직장(平市署直長),2
4732,평릉찰방(平陵察訪),2
4733,평남만호(平南萬戶),2
4734,판회령부사(判會寧府使),2
4735,판홍주목사(判洪州牧事),2
4736,판해주목사(判海州牧使),2
4737,판한성부사(判漢城府使),2
4738,판진주목사(判晉州牧使),2
4739,판제주목사(判濟州牧事),2
4740,판정주목사(判定州牧使),2
4741,판정주목사(判定州牧事),2
4742,판전의시사(判典儀寺事),2
4743,판이천현사(判利川縣事),2
4744,판의용순금사사(判義勇巡禁司事),2
4745,판울진현사(判蔚珍縣事),2
4746,판우군부사(判右軍府事),2
4747,판예조사(判禮曹事),2
4748,판여연도호부사(判閭延都護府事),2
4749,판안동부사(判安東副使),2
4750,판승추(判承樞),2
4751,판상서사사(判尙瑞司事),2
4752,판삼사(判三司),2
4753,판삼군(判三軍),2
4754,판사역원사(判司驛院事),2
4755,판문하부사겸영의흥삼군부사(判門下府事兼領義興三軍府事),2
4756,판돈령(判敦寧),2
4757,판돈녕부사(判敦寧副使),2
4758,판도총제부사(判都摠制府事),2
4759,판나주목사(判羅州牧使),2
4760,판길주목사(判吉州牧事),2
4761,판광주목사(判廣州牧使),2
4762,판경원도호부사(判慶源都護府使),2
4763,판경원도호부사(判慶源都護府事),2
4764,판경성부사(判鏡城府事),2
4765,파주전목사(坡州前牧使),2
4766,파주목사(坡州牧師),2
4767,파적위장(破敵衛將),2
4768,특진보국숭록대부(特進輔國崇祿大夫),2
4769,특진관호조판서(特進官戶曹判書),2
4770,특진관이조참판(特進官吏曹參判),2
4771,통훈대부행사간원사간(通政大夫行司諫院司諫),2
4772,통훈대부집의(通訓大夫執義),2
4773,통훈대부사간원헌납(通訓大夫司諫院獻納),2
4774,통훈대부(通訓大夫),2
4775,통판(通判),2
4776,통정대부홍주목사(通政大夫洪州牧使),2
4777,통정대부행황주목사(通政大夫行黃州牧使),2
4778,통정대부행춘천도호부사(通政大夫行春川都護府使),2
4779,통정대부행청주목사(通政大夫行淸州牧使),2
4780,통정대부행진주목사(通政大夫行晉州牧使),2
4781,통정대부행장흥도호부사(通政大夫行長興都護府使),2
4782,통정대부행양주목사(通政大夫行楊州牧使),2
4783,통정대부행안동대도호부사(通政大夫行安東大都護府使),2
4784,통정대부행대구도호부사(通政大夫行大丘都護府使),2
4785,통정대부행귀성부사(通政大夫行龜城府使),2
4786,통정대부행광주목사(通政大夫行廣州牧使),2
4787,통정대부행광주목사(通政大夫行光州牧使),2
4788,통정대부행경원도호부사(通政大夫行慶源都護府使),2
